,avgTotalVolume,calculationPrice,change,changePercent,close,closeTime,companyName,delayedPrice,delayedPriceTime,extendedChange,extendedChangePercent,extendedPrice,extendedPriceTime,high,iexAskPrice,iexAskSize,iexBidPrice,iexBidSize,iexLastUpdated,iexMarketPercent,iexRealtimePrice,iexRealtimeSize,iexVolume,isUSMarketOpen,lastTradeTime,latestPrice,latestSource,latestTime,latestUpdate,latestVolume,low,marketCap,open,openTime,peRatio,previousClose,previousVolume,primaryExchange,symbol,volume,week52High,week52Low,ytdChange
0,24171117,close,0.35,0.00244,143.72,1572638400595,Microsoft Corp.,143.72,1572638400306,0.02,0.00014,143.74,1572652769830,144.42,,,,,,,,,,False,1572638400306,143.72,Close,"November 1, 2019",1572638400595,33010976,142.965,1096412573200,144.31,1572615000292,26.81,143.37,24605135,NASDAQ,MSFT,33010976,145.67,93.96,0.423722
1,19242247,close,-0.02,-0.00035,56.51,1572638400001,Intel Corp.,56.51,1572639300004,-0.06,-0.00106,56.45,1572652771749,56.647,,,,,,,,,,False,1572638400519,56.51,Close,"November 1, 2019",1572638400001,17854761,55.62,245818500000,55.94,1572615000665,13.07,56.53,19249679,NASDAQ,INTC,17854761,59.59,42.86,0.199947
2,1320567,close,13.63,0.01082,1273.74,1572638400758,"Alphabet, Inc.",1273.74,1572638400758,-1.74,-0.00137,1272,1572652796356,1274.62,,,,,,,,,,False,1572638400758,1273.74,Close,"November 1, 2019",1572638400758,1664431,1260.5,878528135762,1265,1572615000858,27.11,1260.11,1455651,NASDAQ,GOOG,1664431,1299.31,970.11,0.228719
3,4904485,close,0.05,0.00042,118.04,1572638400787,Texas Instruments Incorporated,118.04,1572638400786,-0.04,-0.00034,118,1572651318691,119.59,,,,,,,,,,False,1572638400786,118.04,Close,"November 1, 2019",1572638400787,4332353,117.87,110340841000,119.19,1572615000712,21.56,117.99,4778447,NASDAQ,TXN,4332353,132.2,87.7,0.250182
4,3742705,close,1.8,0.01346,135.53,1572638441031,International Business Machines Corp.,135.53,1572639000003,0.25,0.00184,135.78,1572650216477,135.56,,,,,,,,,,False,1572638441006,135.53,Close,"November 1, 2019",1572638441031,3079033,134.09,120030382610,134.5,1572615000533,15.65,133.73,3412119,New York Stock Exchange,IBM,3079033,152.95,105.94,0.189834
5,8151342,close,1.57,0.00781,202.59,1572638400597,NVIDIA Corp.,202.59,1572638400317,-0.09,-0.00044,202.5,1572652654658,203.89,,,,,,,,,,False,1572638400317,202.59,Close,"November 1, 2019",1572638400597,6903438,198.593,123377310000,200.16,1572615000286,44.97,201.02,5243315,NASDAQ,NVDA,6903438,222,124.46,0.495037
6,1016506,close,4.79,0.03026,163.06,1572638534410,"VMware, Inc.",163.06,1572639000007,-0.06,-0.00037,163,1572649148475,163.1,,,,,,,,,,False,1572638399934,163.06,Close,"November 1, 2019",1572638534410,837986,158.6,66680451920,159.72,1572615000367,10.66,158.27,695884,New York Stock Exchange,VMW,837986,206.79,128.69,0.227822
7,6586350,close,-0.64,-0.00514,123.87,1572638495340,Procter & Gamble Co.,123.87,1572639000003,0.22,0.00178,124.09,1572651261972,125.138,,,,,,,,,,False,1572638399958,123.87,Close,"November 1, 2019",1572638495340,5985509,123.245,308908244700,124.96,1572615180668,76.94,124.51,6399499,New York Stock Exchange,PG,5985509,125.77,86.74,0.351893
8,2828286,close,-0.11,-0.0004,277.82,1572638400571,"Adobe, Inc.",277.82,1572638400204,0.68,0.00245,278.5,1572652752404,281.83,,,,,,,,,,False,1572638400204,277.82,Close,"November 1, 2019",1572638400571,2772129,277.267,134486827780,279.14,1572615000234,48.73,277.93,2845383,NASDAQ,ADBE,2772129,313.11,204.95,0.2367
9,18273980,close,-0.48,-0.0101,47.03,1572638400763,"Cisco Systems, Inc.",47.03,1572638400763,0.04,0.00085,47.07,1572652669281,47.485,,,,,,,,,,False,1572638400763,47.03,Close,"November 1, 2019",1572638400763,24345001,46.64,199587324900,46.8,1572615000888,17.88,47.51,12488292,NASDAQ,CSCO,24345001,58.26,40.25,0.084894
10,1011574,close,2,0.0068,296.2,1572638561174,"Humana, Inc.",296.2,1572639000008,0,0,296.2,1572647400004,298.93,,,,,,,,,,False,1572638399939,296.2,Close,"November 1, 2019",1572638561174,764491,292.94,40013361800,295.52,1572615000476,16.08,294.2,638492,New York Stock Exchange,HUM,764491,355.88,225.65,0.058684
11,1999272,close,2.8,0.0151,188.22,1572638418955,Accenture Plc,188.22,1572639000002,0,0,188.22,1572647400000,188.345,,,,,,,,,,False,1572638418949,188.22,Close,"November 1, 2019",1572638418955,1502637,186.107,119531557860,186.7,1572615000432,25.11,185.42,1574829,New York Stock Exchange,ACN,1502637,202.8,132.63,0.3539
12,28072809,close,0.46,0.01195,38.95,1572638587543,"AT&T, Inc.",38.9,1572639000008,-0.04,-0.00103,38.91,1572652479374,39.02,,,,,,,,,,False,1572638399759,38.95,Close,"November 1, 2019",1572638587543,35235609,38.74,284451850000,39,1572615167524,17.38,38.49,39485026,New York Stock Exchange,T,35235609,39.02,26.8,0.330501
13,9045755,close,0.81,0.0218,37.97,1572638440255,General Motors Co.,37.97,1572639000009,0,0,37.97,1572652148885,38.07,,,,,,,,,,False,1572638440242,37.97,Close,"November 1, 2019",1572638440255,7903272,37.21,54250776600,37.21,1572615000447,6.11,37.16,7652749,New York Stock Exchange,GM,7903272,41.9,31.46,0.15051599999999998
14,3184818,close,0.32,0.00629,51.18,1572638438522,"General Mills, Inc.",50.92,1572639000003,0,0,51.18,1572647400005,51.38,,,,,,,,,,False,1572638438515,51.18,Close,"November 1, 2019",1572638438522,2643889,50.92,30932884920,50.99,1572615000501,16.44,50.86,3710958,New York Stock Exchange,GIS,2643889,56.4,36.42,0.33806200000000003
15,26817875,close,7.06,0.02838,255.82,1572638400572,"Apple, Inc.",255.82,1572638400205,0.28,0.00109,256.1,1572652799636,255.93,,,,,,,,,,False,1572638436526,255.82,Close,"November 1, 2019",1572638400572,38139225,249.16,1136677331400,249.5,1572615000544,21.44,248.76,34790520,NASDAQ,AAPL,38139225,255.93,142,0.64828
16,1686161,close,-0.84,-0.00632,132.04,1572638730603,Kimberly-Clark Corp.,132.04,1572639000009,1.68,0.01272,133.72,1572647996387,133.68,,,,,,,,,,False,1572638400520,132.04,Close,"November 1, 2019",1572638730603,1008809,131.63,45264104240,132.91,1572615000486,22.49,132.88,1477850,New York Stock Exchange,KMB,1008809,143.5,104.53,0.174823
17,523386,close,-0.49,-0.00331,147.43,1572638520412,"ResMed, Inc.",147.43,1572639000003,-2.05,-0.0139,145.38,1572647904915,149.96,,,,,,,,,,False,1572638399929,147.43,Close,"November 1, 2019",1572638520412,455216,147.38,21198369980,148.92,1572615000448,50.47,147.92,706343,New York Stock Exchange,RMD,455216,149.96,90.64,0.315738
18,2708495,close,0.49,0.00164,299.2,1572638400626,"Biogen, Inc.",299.2,1572638400506,-0.2,-0.00067,299,1572652796104,303.79,,,,,,,,,,False,1572638400506,299.2,Close,"November 1, 2019",1572638400626,1457335,298.57,53988246400,299.79,1572615000941,10.63,298.71,1959914,NASDAQ,BIIB,1457335,344,215.77,-0.01636
19,3052646,close,4.34,0.03768,119.51,1572638537224,"United Parcel Service, Inc.",119.51,1572639000002,-0.01,-8e-05,119.5,1572652509793,119.58,,,,,,,,,,False,1572638399697,119.51,Close,"November 1, 2019",1572638537224,4127581,116.11,102510300050,116.46,1572615118486,20.69,115.17,2954249,New York Stock Exchange,UPS,4127581,123.63,89.89,0.26708
20,1406985,close,0.99,0.00981,101.9,1572638727377,"Keysight Technologies, Inc.",101.9,1572639000002,0.1,0.00098,102,1572649196930,102.02,,,,,,,,,,False,1572638399949,101.9,Close,"November 1, 2019",1572638727377,1176941,100.56,19114198200,101.55,1572615000406,61.4,100.91,1643750,New York Stock Exchange,KEYS,1176941,104.54,53.21,0.668879
21,1225157,close,0.81,0.00314,258.8,1572638511841,"S&P Global, Inc.",258.8,1572639000008,0,0,258.8,1572647400008,261.38,,,,,,,,,,False,1572638399960,258.8,Close,"November 1, 2019",1572638511841,1087108,257.87,63250720000,260.01,1572615000477,30.5,257.99,1220750,New York Stock Exchange,SPGI,1087108,269.57,156.68,0.526837
22,3493111,close,-1.79,-0.02609,66.81,1572638444712,Colgate-Palmolive Co.,66.81,1572639000006,-0.01,-0.00015,66.8,1572648225962,67.5,,,,,,,,,,False,1572638444708,66.81,Close,"November 1, 2019",1572638444712,6126862,65.575,57323380860,67.44,1572615000442,24.73,68.6,4374202,New York Stock Exchange,CL,6126862,76.41,57.5,0.10150499999999998
23,1959352,close,1.83,0.02008,92.97,1572638487482,"Prudential Financial, Inc.",92.97,1572639000008,0,0,92.97,1572650043194,93.04,,,,,,,,,,False,1572638399929,92.97,Close,"November 1, 2019",1572638487482,2547207,91.62,37373940000,91.85,1572615000544,9.33,91.14,2976258,New York Stock Exchange,PRU,2547207,106.39,75.6,0.144672
24,1036775,close,-0.65,-0.0044,147.04,1572638478612,The Clorox Co.,147.04,1572639000007,0,0,147.04,1572647400006,148.68,,,,,,,,,,False,1572638399288,147.04,Close,"November 1, 2019",1572638478612,1144996,146.56,18452637760,147.33,1572615000439,23,147.69,1839846,New York Stock Exchange,CLX,1144996,167.7,143.58,-0.031463
25,2884180,close,5.1,0.03091,170.09,1572638622565,3M Co.,169.01,1572639000001,-0.09,-0.00053,170,1572652764578,170.15,,,,,,,,,,False,1572638399929,170.09,Close,"November 1, 2019",1572638622565,2455556,166.72,97810424590,167.22,1572615132965,19.88,164.99,2653140,New York Stock Exchange,MMM,2455556,219.75,150.58,-0.07833300000000001
26,4867448,close,-0.49,-0.00194,252.21,1572638422023,"UnitedHealth Group, Inc.",252.21,1572639000002,0.3,0.00119,252.51,1572652108639,256.33,,,,,,,,,,False,1572638422007,252.21,Close,"November 1, 2019",1572638422023,2908540,252.16,239014625010,253.99,1572615000564,,252.7,3960351,New York Stock Exchange,UNH,2908540,287.94,208.07,0.033873
27,1641506,close,1.22,0.01611,76.97,1572638570539,"Agilent Technologies, Inc.",76.97,1572639000002,0.39,0.00507,77.36,1572652245157,77.35,,,,,,,,,,False,1572638399801,76.97,Close,"November 1, 2019",1572638570539,1090184,76.315,23819751960,76.51,1572615000386,22.76,75.75,970472,New York Stock Exchange,A,1090184,82.27,62,0.18780999999999998
28,4386965,close,3.25,0.02077,159.74,1572638485721,"salesforce.com, inc.",159.74,1572639000006,-0.23,-0.00144,159.51,1572651744456,160.09,,,,,,,,,,False,1572638399995,159.74,Close,"November 1, 2019",1572638485721,4770517,156.75,124417971720,157.91,1572615000527,129.46,156.49,4578255,New York Stock Exchange,CRM,4770517,167.56,113.6,0.19922800000000002
29,3218183,close,14.78,0.00832,1791.44,1572638400603,"Amazon.com, Inc.",1791.44,1572638400350,-2,-0.00112,1789.44,1572652790349,1797.445,,,,,,,,,,False,1572638400350,1791.44,Close,"November 1, 2019",1572638400603,2723085,1785.21,888190577680,1788,1572615000815,77.66,1776.66,2781185,NASDAQ,AMZN,2723085,2035.8,1307,0.17221999999999998
30,6548706,close,-0.15,-0.0033,45.34,1572638400778,Exelon Corp.,45.34,1572638400778,-0.09,-0.00199,45.25,1572652636458,45.92,,,,,,,,,,False,1572638400778,45.34,Close,"November 1, 2019",1572638400778,5636374,45.24,44051618560,45.44,1572615000706,19.03,45.49,8266893,NASDAQ,EXC,5636374,51.18,43.02,0.025518
31,636150,close,2.49,0.02061,123.3,1572638520386,"Varian Medical Systems, Inc.",123.3,1572639000001,0,0,123.3,1572647400001,124.22,,,,,,,,,,False,1572638399635,123.3,Close,"November 1, 2019",1572638520386,705869,121.59,11227821300,121.63,1572615000482,36.15,120.81,708057,New York Stock Exchange,VAR,705869,142.5,103.92,0.114956
32,8144471,close,-1.72,-0.01985,84.94,1572638591651,"Merck & Co., Inc.",84.94,1572639000002,-0.14,-0.00165,84.8,1572652464127,87.23,,,,,,,,,,False,1572638399082,84.94,Close,"November 1, 2019",1572638591651,8750458,84.79,217478677200,87,1572615081053,,86.66,11850575,New York Stock Exchange,MRK,8750458,87.35,70.12,0.10384399999999999
33,2216188,close,1.05,0.00588,179.51,1572638449953,Cigna Corp.,179.51,1572639000007,0,0,179.51,1572647400006,184.56,,,,,,,,,,False,1572638449948,179.51,Close,"November 1, 2019",1572638449953,3395270,178,67784591590,179.21,1572615000453,15.6,178.46,3971407,New York Stock Exchange,CI,3395270,226.6,141.95,-0.03504500000000001
34,14845524,close,1.97,0.01028,193.62,1572638400644,"Facebook, Inc.",193.62,1572638400609,0,0,193.62,1572652773413,194.11,,,,,,,,,,False,1572638454790,193.62,Close,"November 1, 2019",1572638400644,21510873,189.91,552150026400,193,1572615000908,30.75,191.65,42286529,NASDAQ,FB,21510873,208.66,123.02,0.43731400000000004
35,1679139,close,1.17,0.01909,62.45,1572638520476,Owens Corning,62.45,1572639000007,0,0,62.45,1572647400006,62.47,,,,,,,,,,False,1572638399058,62.45,Close,"November 1, 2019",1572638520476,867427,61.84,6793748150,61.84,1572615000348,13.56,61.28,1176740,New York Stock Exchange,OC,867427,65.22,40.64,0.439377
36,37007054,close,0.3,0.03492,8.89,1572638617657,Ford Motor Co.,8.86,1572639000007,-0.02,-0.00225,8.87,1572652768262,8.93,,,,,,,,,,False,1572638399934,8.89,Close,"November 1, 2019",1572638617657,55109814,8.64,35249294500,8.64,1572615063980,21.6,8.59,29124080,New York Stock Exchange,F,55109814,10.56,7.41,0.16023600000000002
37,1174412,close,-1.02,-0.00396,256.48,1572638400627,"Intuit, Inc.",256.48,1572638400516,-0.48,-0.00187,256,1572645273203,260.88,,,,,,,,,,False,1572638400516,256.48,Close,"November 1, 2019",1572638400627,1014758,256.24,66703779520,259.91,1572615000706,42.81,257.5,890134,NASDAQ,INTU,1014758,295.77,182.61,0.314907
38,7595702,close,-0.37,-0.00413,89.18,1572638447672,"NIKE, Inc.",89.15,1572639000008,0,0,89.18,1572652692276,90.528,,,,,,,,,,False,1572638447662,89.18,Close,"November 1, 2019",1572638447672,5251285,89,139212655400,90.18,1572615000534,32.49,89.55,6752001,New York Stock Exchange,NKE,5251285,96.87,66.53,0.200029
39,2600469,close,0.28,0.01389,20.44,1572638501731,Nielsen Holdings Plc,20.44,1572639000009,0,0,20.44,1572647400008,20.44,,,,,,,,,,False,1572638399931,20.44,Close,"November 1, 2019",1572638501731,2166795,20.14,7269976560,20.27,1572615000367,-10.54,20.16,3340097,New York Stock Exchange,NLSN,2166795,28.5,19.86,-0.117432
40,5060922,close,0.49,0.01131,43.82,1572638484749,Johnson Controls International Plc,43.82,1572639000001,0,0,43.82,1572647400010,43.92,,,,,,,,,,False,1572638399828,43.82,Close,"November 1, 2019",1572638484749,4609063,43.41,34867880740,43.68,1572615000478,69.35,43.33,4611737,New York Stock Exchange,JCI,4609063,44.65,28.29,0.448031
41,1451576,close,2.89,0.01961,150.25,1572638400747,"Autodesk, Inc.",150.25,1572638400747,0,0,150.25,1572644473268,151,,,,,,,,,,False,1572638400747,150.25,Close,"November 1, 2019",1572638400747,1097555,147.61,32993097000,148.6,1572615000948,582.36,147.36,1048010,NASDAQ,ADSK,1097555,178.95,117.72,0.18470999999999999
42,7788211,close,2.07,0.01157,180.93,1572638494781,"Visa, Inc.",180.63,1572639000007,-0.28,-0.00155,180.65,1572650196301,181.32,,,,,,,,,,False,1572638399975,180.93,Close,"November 1, 2019",1572638494781,6541460,179.56,314450912100,180.55,1572615017742,33.66,178.86,6830810,New York Stock Exchange,V,6541460,187.05,121.6,0.372765
43,11020277,close,-0.1,-0.00165,60.37,1572638407376,"Verizon Communications, Inc.",60.37,1572639000002,-0.09,-0.00149,60.28,1572651591395,61.34,,,,,,,,,,False,1572638407354,60.37,Close,"November 1, 2019",1572638407376,9616436,60.16,249677038600,61.33,1572615068075,15.5,60.47,12226604,New York Stock Exchange,VZ,9616436,61.58,52.28,0.076001
44,7005409,close,0.88,0.00845,104.98,1572638400619,"PayPal Holdings, Inc.",104.98,1572638400445,-0.19,-0.00181,104.79,1572652725875,105.3,,,,,,,,,,False,1572638400445,104.98,Close,"November 1, 2019",1572638400619,5465873,103.93,123266466200,104.64,1572615000489,48.62,104.1,7200513,NASDAQ,PYPL,5465873,121.48,75.47,0.232707
45,1215678,close,-1.64,-0.00688,236.74,1572638479301,Edwards Lifesciences Corp.,236.74,1572639000006,0,0,236.74,1572647400006,241.82,,,,,,,,,,False,1572638399828,236.74,Close,"November 1, 2019",1572638479301,1253415,235.74,49376861800,239.75,1572615150558,63.82,238.38,1043909,New York Stock Exchange,EW,1253415,241.82,139.64,0.579424
46,6102401,close,1.95,0.03533,57.15,1572638432643,ConocoPhillips,57.08,1572639000007,-0.09,-0.00157,57.06,1572647955566,57.49,,,,,,,,,,False,1572638432632,57.15,Close,"November 1, 2019",1572638432643,6434985,55.47,62708980500,55.65,1572615000488,7.73,55.2,6346392,New York Stock Exchange,COP,6434985,71.26,50.13,-0.062966
47,1803609,close,-0.45,-0.01326,33.48,1572638690233,Xerox Holdings Corp.,33.48,1572639000006,0,0,33.48,1572647400005,34.07,,,,,,,,,,False,1572638399997,33.48,Close,"November 1, 2019",1572638690233,1869717,33.43,7330881240,34.04,1572615000346,11.49,33.93,2902641,New York Stock Exchange,XRX,1869717,36.57,18.57,0.649929
48,4097469,close,6.69,0.04855,144.49,1572638412886,"Caterpillar, Inc.",144.6,1572639000006,0.21,0.00145,144.7,1572652520077,144.61,,,,,,,,,,False,1572638412869,144.49,Close,"November 1, 2019",1572638412886,6114959,139.23,81288484610,139.37,1572615000532,13.6,137.8,4037595,New York Stock Exchange,CAT,6114959,144.77,111.75,0.19184800000000002
49,3146997,close,1.21,0.01578,77.91,1572638433030,"Baxter International, Inc.",78.44,1572639000002,0,0,77.91,1572647400002,78.386,,,,,,,,,,False,1572638433026,77.91,Close,"November 1, 2019",1572638433030,5052364,77.04,39777417960,77.12,1572615000428,25.73,76.7,4544265,New York Stock Exchange,BAX,5052364,89.93,61.4,0.20887999999999998
50,14593591,close,0.41,0.0236,17.78,1572638659162,"HP, Inc.",17.51,1572639000003,0,0,17.78,1572647400009,17.78,,,,,,,,,,False,1572638399935,17.78,Close,"November 1, 2019",1572638659162,8687637,17.285,26348359800,17.45,1572615096032,6.49,17.37,11414845,New York Stock Exchange,HPQ,8687637,25.72,15.93,-0.114548
51,1630965,close,1.67,0.00621,270.75,1572638588898,"Anthem, Inc.",270.75,1572639000001,0,0,270.75,1572647400000,275.71,,,,,,,,,,False,1572638399960,270.75,Close,"November 1, 2019",1572638588898,1427461,268.69,68652453000,269.32,1572615000366,16.17,269.08,1877442,New York Stock Exchange,ANTM,1427461,317.99,227.16,0.06791
52,4182734,close,0.91,0.00851,107.82,1572638595014,Target Corp.,107.82,1572639000002,-0.02,-0.00019,107.8,1572652072605,108.365,,,,,,,,,,False,1572638399603,107.82,Close,"November 1, 2019",1572638595014,3103695,107.43,55088364780,107.98,1572615131963,17.7,106.91,6467414,New York Stock Exchange,TGT,3103695,114.83,60.15,0.631328
53,919569,close,1.17,0.02192,54.55,1572638400634,"Principal Financial Group, Inc.",54.55,1572638400536,0,0,54.55,1572644796989,54.61,,,,,,,,,,False,1572638400536,54.55,Close,"November 1, 2019",1572638400634,929691,53.94,15147007600,53.94,1572615000367,11.48,53.38,1411988,NASDAQ,PFG,929691,60.81,40.42,0.251631
54,7204298,close,0.94,0.01707,56.02,1572638440135,"Delta Air Lines, Inc.",56.02,1572639000007,-0.02,-0.00036,56,1572652546876,56.07,,,,,,,,,,False,1572638440125,56.02,Close,"November 1, 2019",1572638440135,5315833,55.23,36230542860,55.55,1572615000437,7.85,55.08,7023985,New York Stock Exchange,DAL,5315833,63.43,45.08,0.135457
55,2162799,close,2.48,0.15394,18.59,1572638607990,Fluor Corp.,18.59,1572639000004,0,0,18.59,1572647400005,18.61,,,,,,,,,,False,1572638397322,18.59,Close,"November 1, 2019",1572638607990,4199982,16.1,2605834660,16.35,1572615000429,-2,16.11,5711517,New York Stock Exchange,FLR,4199982,49.45,16,-0.281701
56,1886719,close,-0.65,-0.0067,96.31,1572638599362,"Hilton Worldwide Holdings, Inc.",96.31,1572639000001,0,0,96.31,1572647400010,98.5,,,,,,,,,,False,1572638399994,96.31,Close,"November 1, 2019",1572638599362,1714455,96.15,27175118530,97.85,1572615000389,30.03,96.96,1514992,New York Stock Exchange,HLT,1714455,101.14,65.63,0.350926
57,3123727,close,-1.44,-0.01264,112.51,1572638517112,Eli Lilly & Co.,112.51,1572639000003,0,0,112.51,1572647400003,114.51,,,,,,,,,,False,1572638399801,112.51,Close,"November 1, 2019",1572638517112,2616873,112.315,108024338810,114.32,1572615129311,25.29,113.95,4124383,New York Stock Exchange,LLY,2616873,132.13,101.36,-0.03327
58,223238,close,3.82,0.02607,150.34,1572638520518,"Jones Lang LaSalle, Inc.",150.34,1572639000003,0,0,150.34,1572647400009,150.42,,,,,,,,,,False,1572638398880,150.34,Close,"November 1, 2019",1572638520518,221262,146.97,7745757344,147.73,1572615000424,14.66,146.52,215321,New York Stock Exchange,JLL,221262,173.32,119.79,0.19941
59,4699789,close,0.47,0.01004,47.26,1572638610140,"MetLife, Inc.",47.3,1572639000002,0,0,47.26,1572647400003,47.44,,,,,,,,,,False,1572638399934,47.26,Close,"November 1, 2019",1572638610140,5696400,46.77,44256532480,47.01,1572615000490,6.26,46.79,7023124,New York Stock Exchange,MET,5696400,51.16,37.76,0.14418899999999998
60,3733513,close,-0.33,-0.00303,108.57,1572638456410,Medtronic Plc,108.57,1572639000002,0,0,108.57,1572647400007,110.2,,,,,,,,,,False,1572638456402,108.57,Close,"November 1, 2019",1572638456410,3845096,108.41,145665111900,109.2,1572615000521,32.96,108.9,3999197,New York Stock Exchange,MDT,3845096,112.05,81.66,0.231843
61,1100725,close,-0.35,-0.00099,352.13,1572638481031,Northrop Grumman Corp.,352.13,1572639000003,0,0,352.13,1572647400002,355.96,,,,,,,,,,False,1572638399938,352.13,Close,"November 1, 2019",1572638481031,1174172,351.13,59345525290,353.35,1572615000484,18.07,352.48,839424,New York Stock Exchange,NOC,1174172,383.89,223.63,0.428283
62,8564105,close,0.09,0.00548,16.5,1572638648263,Hewlett-Packard Enterprise Co.,16.5,1572639000006,0,0,16.5,1572647400005,16.53,,,,,,,,,,False,1572638399980,16.5,Close,"November 1, 2019",1572638648263,6997303,15.81,21542400000,16.1,1572615056063,-159.11,16.41,5724941,New York Stock Exchange,HPE,6997303,16.97,12.08,0.231334
63,5235429,close,0.07,0.0006,116.21,1572638605776,Chevron Corp.,115.494,1572639000007,-0.06,-0.00052,116.15,1572652401630,116.623,,,,,,,,,,False,1572638399968,116.21,Close,"November 1, 2019",1572638605776,7670713,114.02,220615388200,115.5,1572615023824,16.55,116.14,7177681,New York Stock Exchange,CVX,7670713,127.34,100.22,0.050469
64,10557556,close,0.27,0.00603,45.06,1572638614663,"Altria Group, Inc.",45.06,1572639000009,0,0,45.06,1572652315933,45.415,,,,,,,,,,False,1572638399933,45.06,Close,"November 1, 2019",1572638614663,8804352,44.58,84176586000,44.6,1572615000545,47.55,44.79,12698187,New York Stock Exchange,MO,8804352,66.04,39.3,-0.08015900000000001
65,1520310,close,1.89,0.03222,60.55,1572638400617,"Maxim Integrated Products, Inc.",60.55,1572638400426,0,0,60.55,1572645292313,60.595,,,,,,,,,,False,1572638400426,60.55,Close,"November 1, 2019",1572638400617,1494419,59.11,16385374950,59.11,1572615000224,21.46,58.66,2024101,NASDAQ,MXIM,1494419,65.73,46.64,0.223211
66,8380915,close,-0.84,-0.00636,131.2,1572638440666,Johnson & Johnson,131.2,1572639000008,0.15,0.00114,131.35,1572651502425,133,,,,,,,,,,False,1572638440635,131.2,Close,"November 1, 2019",1572638440666,5524966,131.14,345301344000,133,1572615019111,24.72,132.04,7686682,New York Stock Exchange,JNJ,5524966,148.99,121,0.020645999999999998
67,14791140,previousclose,0,0,,,"DowDuPont, Inc.",,,,,0,1559604987745,,,,,,,,,,,False,,30.52,Previous close,"May 31, 2019",1559275200000,0,,68559822800,,,21.49,30.52,16206399,New York Stock Exchange,DWDP,0,71.93,30.06,-0.440205
68,7493159,close,0,0,35.25,1572638400612,"eBay, Inc.",35.25,1572638400406,0,0,35.25,1572644792340,35.59,,,,,,,,,,False,1572638400406,35.25,Close,"November 1, 2019",1572638400612,8199416,35.09,28676756250,35.5,1572615000251,15.82,35.25,6921493,NASDAQ,EBAY,8199416,42,26.01,0.221837
69,2923092,close,1.12,0.03439,33.69,1572638400634,"Zillow Group, Inc.",33.69,1572638400535,0,0,33.69,1572644812060,33.9,,,,,,,,,,False,1572638400535,33.69,Close,"November 1, 2019",1572638400634,2076769,32.62,6960604889,32.83,1572615000965,-28.99,32.57,2682317,NASDAQ,Z,2076769,51.46,26.38,0.14443899999999998
70,1813189,close,0.44,0.00771,57.52,1572638710590,"The Hartford Financial Services Group, Inc.",57.52,1572639000004,0,0,57.52,1572647400007,57.59,,,,,,,,,,False,1572638399900,57.52,Close,"November 1, 2019",1572638710590,1459832,57.06,20798139120,57.31,1572615000451,12.7,57.08,1654149,New York Stock Exchange,HIG,1459832,61.23,40.54,0.332445
71,1807249,close,0.79,0.01525,52.58,1572638400769,"First Solar, Inc.",52.58,1572638400769,-0.08,-0.00152,52.5,1572647956980,52.6,,,,,,,,,,False,1572638400769,52.58,Close,"November 1, 2019",1572638400769,835879,51.43,5542300060,52.26,1572615000011,-1648.28,51.79,1385158,NASDAQ,FSLR,835879,69.23,38.45,0.250682
72,4541913,close,5.28,0.01553,345.19,1572638410347,The Boeing Co.,344.85,1572639000003,-0.2,-0.00058,344.99,1572652742895,345.19,,,,,,,,,,False,1572638410293,345.19,Close,"November 1, 2019",1572638410347,3523726,339.5,194269825290,340.98,1572615010337,51.91,339.91,3868444,New York Stock Exchange,BA,3523726,446.01,292.47,0.08153
73,849248,close,5.71,0.0332,177.7,1572638568266,"Rockwell Automation, Inc.",178.28,1572639000002,0,0,177.7,1572647400003,177.7,,,,,,,,,,False,1572638399930,177.7,Close,"November 1, 2019",1572638568266,662887,173.31,20792321600,173.39,1572615000472,20.58,171.99,660559,New York Stock Exchange,ROK,662887,191.48,141.46,0.211035
74,1281892,close,-0.34,-0.00259,130.72,1572638454131,"The Travelers Cos., Inc.",130.72,1572639000001,0,0,130.72,1572647400001,131.56,,,,,,,,,,False,1572638454128,130.72,Close,"November 1, 2019",1572638454131,987249,129.771,33740531360,131.52,1572615000521,14.58,131.06,1864056,New York Stock Exchange,TRV,987249,155.09,111.08,0.111153
75,1482080,close,1,0.01156,87.5,1572638400641,"Akamai Technologies, Inc.",87.5,1572638400587,0,0,87.5,1572650356642,87.81,,,,,,,,,,False,1572638400587,87.5,Close,"November 1, 2019",1572638400641,1467900,86.25,14175000000,86.78,1572615000504,31.38,86.5,1911241,NASDAQ,AKAM,1467900,93.12,57.18,0.49436
76,48373114,close,0.96,0.02829,34.89,1572638400619,"Advanced Micro Devices, Inc.",34.89,1572638400451,0.07,0.00201,34.96,1572652799659,35,,,,,,,,,,False,1572638400451,34.89,Close,"November 1, 2019",1572638400619,64355291,34.1,38854550700,34.37,1572615000763,177.11,33.93,67881623,NASDAQ,AMD,64355291,35.55,16.03,0.88119
77,4098729,close,0.53,0.02316,23.41,1572638400591,Symantec Corp.,23.41,1572638400293,0,0,23.41,1572650843371,23.44,,,,,,,,,,False,1572638400293,23.41,Close,"November 1, 2019",1572638400591,4132653,22.84,14468129120,23,1572615000650,126.75,22.88,8044148,NASDAQ,SYMC,4132653,26.07,17.42,0.259168
